idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN;similaridade
31;AVENIDA ANTONIO PIRANGA CENTRO;700,0;107959;AVENIDA  ANTONIO PIRANGA CENTRO;703;100,0;0,0;99,7;"AVENIDA  ANTONIO PIRANGA CENTRO 703 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; AVENIDA  ANTONIO PIRANGA CENTRO 655 | Similaridade Texto: 100 | Similaridade Numero: 55 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 641 | Similaridade Texto: 100 | Similaridade Numero: 41 | Score Final: 94; AVENIDA  ANTONIO PIRANGA CENTRO 631 | Similaridade Texto: 100 | Similaridade Numero: 31 | Score Final: 93; AVENIDA  ANTONIO PIRANGA CENTRO 615 | Similaridade Texto: 100 | Similaridade Numero: 15 | Score Final: 92; AVENIDA  ANTONIO PIRANGA CENTRO 125 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 173 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 163 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 141 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 159 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 149 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 79 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 169 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 69 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 192 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 88 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ANTONIO PIRANGA CENTRO 50 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90";99,7
32;RUA NELSON RODRIGUES VL CONCEICAO;191,0;130928;RUA  NELSON RODRIGUES CONCEICAO;192;100,0;67,0;99,9;"RUA  NELSON RODRIGUES CONCEICAO 192 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  NELSON RODRIGUES CONCEICAO 184 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  NELSON RODRIGUES CONCEICAO 182 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  NELSON RODRIGUES CONCEICAO 206 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 98; RUA  NELSON RODRIGUES CONCEICAO 176 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 98; RUA  NELSON RODRIGUES CONCEICAO 176 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 98; RUA  NELSON RODRIGUES CONCEICAO 176 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 98; RUA  NELSON RODRIGUES CONCEICAO 174 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; RUA  NELSON RODRIGUES CONCEICAO 208 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; RUA  NELSON RODRIGUES CONCEICAO 170 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; RUA  NELSON RODRIGUES CONCEICAO 170 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; RUA  NELSON RODRIGUES CONCEICAO 169 | Similaridade Texto: 100 | Similaridade Numero: 78 | Score Final: 98; RUA  NELSON RODRIGUES CONCEICAO 166 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; RUA  NELSON RODRIGUES CONCEICAO 218 | Similaridade Texto: 100 | Similaridade Numero: 73 | Score Final: 97; RUA  NELSON RODRIGUES CONCEICAO 164 | Similaridade Texto: 100 | Similaridade Numero: 73 | Score Final: 97; RUA  NELSON RODRIGUES CONCEICAO 220 | Similaridade Texto: 100 | Similaridade Numero: 71 | Score Final: 97; RUA  NELSON RODRIGUES CONCEICAO 159 | Similaridade Texto: 100 | Similaridade Numero: 68 | Score Final: 97; RUA  NELSON RODRIGUES CONCEICAO 159 | Similaridade Texto: 100 | Similaridade Numero: 68 | Score Final: 97; RUA  NELSON RODRIGUES CONCEICAO 159 | Similaridade Texto: 100 | Similaridade Numero: 68 | Score Final: 97; RUA  NELSON RODRIGUES CONCEICAO 224 | Similaridade Texto: 100 | Similaridade Numero: 67 | Score Final: 97";99,9
33;RUA SANTO AMARO CENTRO;92,0;43313;RUA SANTO AMARO CENTRO;93;100,0;83,0;99,9;"RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 93 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA SANTO AMARO CENTRO 99 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA SANTO AMARO CENTRO 78 | Similaridade Texto: 100 | Similaridade Numero: 86 | Score Final: 99; RUA SANTO AMARO CENTRO 108 | Similaridade Texto: 100 | Similaridade Numero: 84 | Score Final: 98; RUA SANTO AMARO CENTRO 109 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98";99,9
34;RUA COIMBRA CENTRO;760,0;43728;RUA  COIMBRA CENTRO;763;100,0;9,0;99,7;"RUA  COIMBRA CENTRO 763 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  COIMBRA CENTRO 755 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  COIMBRA CENTRO 765 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  COIMBRA CENTRO 751 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  COIMBRA CENTRO 773 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; RUA  COIMBRA CENTRO 741 | Similaridade Texto: 100 | Similaridade Numero: 81 | Score Final: 98; RUA  COIMBRA CENTRO 737 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  COIMBRA CENTRO 783 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  COIMBRA CENTRO 715 | Similaridade Texto: 100 | Similaridade Numero: 55 | Score Final: 96; RUA  COIMBRA CENTRO 709 | Similaridade Texto: 100 | Similaridade Numero: 49 | Score Final: 95; RUA  COIMBRA CENTRO 709 | Similaridade Texto: 100 | Similaridade Numero: 49 | Score Final: 95; RUA  COIMBRA CENTRO 705 | Similaridade Texto: 100 | Similaridade Numero: 45 | Score Final: 94; RUA  COIMBRA CENTRO 705 | Similaridade Texto: 100 | Similaridade Numero: 45 | Score Final: 94; RUA  COIMBRA CENTRO 699 | Similaridade Texto: 100 | Similaridade Numero: 39 | Score Final: 94; RUA  COIMBRA CENTRO 699 | Similaridade Texto: 100 | Similaridade Numero: 39 | Score Final: 94; RUA  COIMBRA CENTRO 687 | Similaridade Texto: 100 | Similaridade Numero: 27 | Score Final: 93; RUA  COIMBRA CENTRO 679 | Similaridade Texto: 100 | Similaridade Numero: 19 | Score Final: 92; RUA  COIMBRA CENTRO 679 | Similaridade Texto: 100 | Similaridade Numero: 19 | Score Final: 92; RUA  COIMBRA CENTRO 675 | Similaridade Texto: 100 | Similaridade Numero: 15 | Score Final: 92; RUA  COIMBRA CENTRO 669 | Similaridade Texto: 100 | Similaridade Numero: 9 | Score Final: 91";99,7
35;RUA BOROROS CONCEICAO;80,0;113633;RUA  BOROROS CONCEICAO;77;100,0;91,0;99,7;"RUA  BOROROS CONCEICAO 77 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  BOROROS CONCEICAO 77 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  BOROROS CONCEICAO 83 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  BOROROS CONCEICAO 83 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  BOROROS CONCEICAO 77 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  BOROROS CONCEICAO 83 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  BOROROS CONCEICAO 87 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  BOROROS CONCEICAO 87 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  BOROROS CONCEICAO 87 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  BOROROS CONCEICAO 87 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  BOROROS CONCEICAO 87 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  BOROROS CONCEICAO 87 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  BOROROS CONCEICAO 87 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  BOROROS CONCEICAO 87 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  BOROROS CONCEICAO 87 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  BOROROS CONCEICAO 87 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  BOROROS CONCEICAO 71 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  BOROROS CONCEICAO 71 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  BOROROS CONCEICAO 71 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  BOROROS CONCEICAO 71 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99";99,7
36;AVENIDA ANTONIO PIRANGA CENTRO;556,0;60436;AVENIDA  ANTONIO PIRANGA CENTRO;540;100,0;36,0;98,4;"AVENIDA  ANTONIO PIRANGA CENTRO 540 | Similaridade Texto: 100 | Similaridade Numero: 84 | Score Final: 98; AVENIDA  ANTONIO PIRANGA CENTRO 578 | Similaridade Texto: 100 | Similaridade Numero: 78 | Score Final: 98; AVENIDA  ANTONIO PIRANGA CENTRO 583 | Similaridade Texto: 100 | Similaridade Numero: 73 | Score Final: 97; AVENIDA  ANTONIO PIRANGA CENTRO 588 | Similaridade Texto: 100 | Similaridade Numero: 68 | Score Final: 97; AVENIDA  ANTONIO PIRANGA CENTRO 520 | Similaridade Texto: 100 | Similaridade Numero: 64 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 520 | Similaridade Texto: 100 | Similaridade Numero: 64 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 595 | Similaridade Texto: 100 | Similaridade Numero: 61 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 596 | Similaridade Texto: 100 | Similaridade Numero: 60 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 516 | Similaridade Texto: 100 | Similaridade Numero: 60 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 506 | Similaridade Texto: 100 | Similaridade Numero: 50 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 506 | Similaridade Texto: 100 | Similaridade Numero: 50 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 504 | Similaridade Texto: 100 | Similaridade Numero: 48 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 504 | Similaridade Texto: 100 | Similaridade Numero: 48 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 504 | Similaridade Texto: 100 | Similaridade Numero: 48 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 504 | Similaridade Texto: 100 | Similaridade Numero: 48 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 502 | Similaridade Texto: 100 | Similaridade Numero: 46 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 615 | Similaridade Texto: 100 | Similaridade Numero: 41 | Score Final: 94; AVENIDA  ANTONIO PIRANGA CENTRO 496 | Similaridade Texto: 100 | Similaridade Numero: 40 | Score Final: 94; AVENIDA  ANTONIO PIRANGA CENTRO 492 | Similaridade Texto: 100 | Similaridade Numero: 36 | Score Final: 94; AVENIDA  ANTONIO PIRANGA CENTRO 492 | Similaridade Texto: 100 | Similaridade Numero: 36 | Score Final: 94";98,4
37;RUA JAVARI JARDIM PAINEIRAS;635,0;21335;RUA  JAVARI TABOAO;647;63,16;61,0;65,64;"RUA  JAVARI TABOAO 647 | Similaridade Texto: 63 | Similaridade Numero: 88 | Score Final: 66; RUA  JAVARI TABOAO 635 | Similaridade Texto: 63 | Similaridade Numero: 88 | Score Final: 66; RUA  PAINEIRAS CONCEICAO 41 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 75 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 21 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 18 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 41 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 41 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 21 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 17 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 37 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 55 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 15 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 55 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 27 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 77 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 73 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  JAVARI TABOAO 663 | Similaridade Texto: 63 | Similaridade Numero: 72 | Score Final: 64; RUA  JAVARI TABOAO 667 | Similaridade Texto: 63 | Similaridade Numero: 68 | Score Final: 64; RUA  JAVARI TABOAO 674 | Similaridade Texto: 63 | Similaridade Numero: 61 | Score Final: 63";65,64
38;RUA SAO JORGE CENTRO;98,0;49234;RUA SAO JORGE CENTRO;103;100,0;95,0;99,5;"RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA SAO JORGE CENTRO 103 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100";99,5
39;ANTONIO PIRANGA CENTRO;556,0;60436;AVENIDA  ANTONIO PIRANGA CENTRO;540;100,0;36,0;98,4;"AVENIDA  ANTONIO PIRANGA CENTRO 540 | Similaridade Texto: 100 | Similaridade Numero: 84 | Score Final: 98; AVENIDA  ANTONIO PIRANGA CENTRO 578 | Similaridade Texto: 100 | Similaridade Numero: 78 | Score Final: 98; AVENIDA  ANTONIO PIRANGA CENTRO 583 | Similaridade Texto: 100 | Similaridade Numero: 73 | Score Final: 97; AVENIDA  ANTONIO PIRANGA CENTRO 588 | Similaridade Texto: 100 | Similaridade Numero: 68 | Score Final: 97; AVENIDA  ANTONIO PIRANGA CENTRO 520 | Similaridade Texto: 100 | Similaridade Numero: 64 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 520 | Similaridade Texto: 100 | Similaridade Numero: 64 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 595 | Similaridade Texto: 100 | Similaridade Numero: 61 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 596 | Similaridade Texto: 100 | Similaridade Numero: 60 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 516 | Similaridade Texto: 100 | Similaridade Numero: 60 | Score Final: 96; AVENIDA  ANTONIO PIRANGA CENTRO 506 | Similaridade Texto: 100 | Similaridade Numero: 50 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 506 | Similaridade Texto: 100 | Similaridade Numero: 50 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 504 | Similaridade Texto: 100 | Similaridade Numero: 48 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 504 | Similaridade Texto: 100 | Similaridade Numero: 48 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 504 | Similaridade Texto: 100 | Similaridade Numero: 48 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 504 | Similaridade Texto: 100 | Similaridade Numero: 48 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 502 | Similaridade Texto: 100 | Similaridade Numero: 46 | Score Final: 95; AVENIDA  ANTONIO PIRANGA CENTRO 615 | Similaridade Texto: 100 | Similaridade Numero: 41 | Score Final: 94; AVENIDA  ANTONIO PIRANGA CENTRO 496 | Similaridade Texto: 100 | Similaridade Numero: 40 | Score Final: 94; AVENIDA  ANTONIO PIRANGA CENTRO 492 | Similaridade Texto: 100 | Similaridade Numero: 36 | Score Final: 94; AVENIDA  ANTONIO PIRANGA CENTRO 492 | Similaridade Texto: 100 | Similaridade Numero: 36 | Score Final: 94";98,4
40;AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO;332,0;43957;AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO;321;100,0;60,0;98,9;"AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 321 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 321 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 345 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 311 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 311 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 311 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 311 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 357 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 357 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 357 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 307 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 307 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 357 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 307 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 364 | Similaridade Texto: 100 | Similaridade Numero: 68 | Score Final: 97; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 299 | Similaridade Texto: 100 | Similaridade Numero: 67 | Score Final: 97; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 371 | Similaridade Texto: 100 | Similaridade Numero: 61 | Score Final: 96; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 371 | Similaridade Texto: 100 | Similaridade Numero: 61 | Score Final: 96; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 372 | Similaridade Texto: 100 | Similaridade Numero: 60 | Score Final: 96; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 372 | Similaridade Texto: 100 | Similaridade Numero: 60 | Score Final: 96";98,9
