idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN
27;RUA ITALIA JARDIM DAS NACOES;290,0;35910;RUA  DAS CEREJEIRAS CANHEMA;290;100,0;100,0;95,0;"RUA  DAS CEREJEIRAS CANHEMA 290 | Score Final: 95; RUA  DAS PALMEIRAS ELDORADO 290 | Score Final: 95; RUA  DAS PALMEIRAS ELDORADO 290 | Score Final: 95; RUA  DAS PALMEIRAS ELDORADO 290 | Score Final: 95; RUA  DAS PALMEIRAS ELDORADO 290 | Score Final: 95; RUA  DAS LIMEIRAS TABOAO 290 | Score Final: 95; RUA  DAS LIMEIRAS TABOAO 290 | Score Final: 95; AVENIDA NOSSA SENHORA DAS VITORIAS CENTRO 290 | Score Final: 95; RUA  ITALIA TABOAO 290 | Score Final: 95; RUA  MAR DAS FILIPINAS ELDORADO 290 | Score Final: 95; RUA  MAR DAS FILIPINAS ELDORADO 290 | Score Final: 95; RUA  MAR DAS FILIPINAS ELDORADO 290 | Score Final: 95; RUA  MAR DAS FILIPINAS ELDORADO 290 | Score Final: 95; RUA  MAR DAS FILIPINAS ELDORADO 290 | Score Final: 95; RUA  MAR DAS FILIPINAS ELDORADO 290 | Score Final: 95; RUA  MAR DAS FILIPINAS ELDORADO 290 | Score Final: 95; RUA  MAR DAS FILIPINAS ELDORADO 290 | Score Final: 95; RUA  DAS AVENCAS ELDORADO 290 | Score Final: 95; RUA  DAS AVENCAS ELDORADO 290 | Score Final: 95; RUA  DAS AVENCAS ELDORADO 290 | Score Final: 95"
28;RUA GRACIOSA CENTRO;;2;AVENIDA SAO JOSE CENTRO;132;100,0;;100,0;"AVENIDA SAO JOSE CENTRO 132 | Score Final: 100; RUA  SALGADO DE CASTRO CENTRO 109 | Score Final: 100; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CENTRO 431 | Score Final: 100; RUA  BUENOS AIRES CENTRO 104 | Score Final: 100; AVENIDA SAO JOSE CENTRO 250 | Score Final: 100; RUA  SALGADO DE CASTRO CENTRO 121 | Score Final: 100; RUA  SILVIO DONINI CENTRO 243 | Score Final: 100; RUA  BUENOS AIRES CENTRO 9 | Score Final: 100; RUA  BUENOS AIRES CENTRO 62 | Score Final: 100; AVENIDA SAO JOSE CENTRO 687 | Score Final: 100; RUA  SALGADO DE CASTRO CENTRO 93 | Score Final: 100; RUA  SILVIO DONINI CENTRO 149 | Score Final: 100; RUA  SILVIO DONINI CENTRO 215 | Score Final: 100; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CENTRO 387 | Score Final: 100; RUA  TOPAZIO CENTRO 244 | Score Final: 100; RUA  GASPAR RICARDO CENTRO 116 | Score Final: 100; AVENIDA SAO JOSE CENTRO 639 | Score Final: 100; RUA  ORIENTE MONTI CENTRO 115 | Score Final: 100; AVENIDA SAO JOSE CENTRO 168 | Score Final: 100; RUA  BUENOS AIRES CENTRO 261 | Score Final: 100"
29;RUA CARAMURU VL CONCEICAO;1255,0;131520;RUA  CARAMURU CONCEICAO;1255;100,0;100,0;100,0;"RUA  CARAMURU CONCEICAO 1255 | Score Final: 100; RUA  CARAMURU CONCEICAO 1255 | Score Final: 100; RUA  CARAMURU CONCEICAO 1255 | Score Final: 100; RUA  CARAMURU CONCEICAO 1255 | Score Final: 100; AVENIDA  ALDA CONCEICAO 1255 | Score Final: 100; AVENIDA  ALDA CONCEICAO 1249 | Score Final: 100; AVENIDA  ALDA CONCEICAO 1263 | Score Final: 100; RUA  CARAMURU CONCEICAO 1264 | Score Final: 100; RUA  MANOEL DA NOBREGA CONCEICAO 1269 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 1270 | Score Final: 100; RUA  CARAMURU CONCEICAO 1240 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 1240 | Score Final: 100; AVENIDA  ALDA CONCEICAO 1271 | Score Final: 100; RUA  CARAMURU CONCEICAO 1272 | Score Final: 100; RUA  CARAMURU CONCEICAO 1272 | Score Final: 100; RUA  CARAMURU CONCEICAO 1272 | Score Final: 100; RUA  CARAMURU CONCEICAO 1280 | Score Final: 100; RUA  CARAMURU CONCEICAO 1280 | Score Final: 100; RUA  CARAMURU CONCEICAO 1230 | Score Final: 100; RUA  MANOEL DA NOBREGA CONCEICAO 1281 | Score Final: 100"
30;RUA MANOEL DA NOBREGA VL CONCEICAO;605,0;17152;RUA  ALVARES CABRAL CONCEICAO;606;100,0;99,83;99,98;"RUA  ALVARES CABRAL CONCEICAO 606 | Score Final: 100; ALAMEDA  DA SAUDADE CONCEICAO 604 | Score Final: 100; ALAMEDA  DA SAUDADE CONCEICAO 604 | Score Final: 100; RUA  BOROROS CONCEICAO 607 | Score Final: 100; ALAMEDA  DA SAUDADE CONCEICAO 608 | Score Final: 100; RUA  DO TANQUE CONCEICAO 602 | Score Final: 100; RUA  BANDEIRANTES CONCEICAO 610 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CONCEICAO 600 | Score Final: 100"
31;AVENIDA ANTONIO PIRANGA CENTRO;700,0;50282;AVENIDA  ANTONIO PIRANGA CENTRO;700;100,0;100,0;100,0;"AVENIDA  ANTONIO PIRANGA CENTRO 700 | Score Final: 100; RUA  SALGADO DE CASTRO CENTRO 700 | Score Final: 100; RUA  SALGADO DE CASTRO CENTRO 700 | Score Final: 100; RUA  SALGADO DE CASTRO CENTRO 700 | Score Final: 100; RUA  SALGADO DE CASTRO CENTRO 700 | Score Final: 100; AVENIDA  ALDA CENTRO 700 | Score Final: 100; AVENIDA  ALDA CENTRO 700 | Score Final: 100; AVENIDA  ALDA CENTRO 700 | Score Final: 100; RUA  COIMBRA CENTRO 699 | Score Final: 100; RUA  COIMBRA CENTRO 699 | Score Final: 100; AVENIDA SENADOR VITORINO FREIRE CENTRO 699 | Score Final: 100; AVENIDA SENADOR VITORINO FREIRE CENTRO 699 | Score Final: 100; AVENIDA SENADOR VITORINO FREIRE CENTRO 699 | Score Final: 100; AVENIDA SENADOR VITORINO FREIRE CENTRO 699 | Score Final: 100; RUA  MANOEL DA NOBREGA CENTRO 699 | Score Final: 100; RUA  MANOEL DA NOBREGA CENTRO 699 | Score Final: 100; RUA  MANOEL DA NOBREGA CENTRO 699 | Score Final: 100; RUA  MANOEL DA NOBREGA CENTRO 699 | Score Final: 100; RUA  MANOEL DA NOBREGA CENTRO 699 | Score Final: 100; RUA  MANOEL DA NOBREGA CENTRO 699 | Score Final: 100"
32;RUA NELSON RODRIGUES VL CONCEICAO;191,0;8363;RUA  DO FICO CONCEICAO;191;100,0;100,0;100,0;"RUA  DO FICO CONCEICAO 191 | Score Final: 100; RUA  DO FICO CONCEICAO 191 | Score Final: 100; RUA  DO FICO CONCEICAO 191 | Score Final: 100; RUA  CHE GUEVARA CONCEICAO 191 | Score Final: 100; RUA  ANTONIO GONCALVES MARTINS CONCEICAO 191 | Score Final: 100; RUA  ANTONIO GONCALVES MARTINS CONCEICAO 191 | Score Final: 100; RUA  FRANK SINATRA CONCEICAO 191 | Score Final: 100; RUA  FRANK SINATRA CONCEICAO 191 | Score Final: 100; RUA  NORALDINO BISPO DA SILVA CONCEICAO 191 | Score Final: 100; RUA  NORALDINO BISPO DA SILVA CONCEICAO 191 | Score Final: 100; RUA  NELSON GONCALVES CONCEICAO 191 | Score Final: 100; RUA  FERNANDO MARTINEZ GUEBARA CONCEICAO 191 | Score Final: 100; RUA  NELSON RODRIGUES CONCEICAO 191 | Score Final: 100; RUA  MARTIM AFONSO CONCEICAO 191 | Score Final: 100; RUA  MARTIM AFONSO CONCEICAO 191 | Score Final: 100; RUA  MARTIM AFONSO CONCEICAO 191 | Score Final: 100; RUA  MARTIM AFONSO CONCEICAO 191 | Score Final: 100; RUA  MARTIM AFONSO CONCEICAO 191 | Score Final: 100; RUA  MARTIM AFONSO CONCEICAO 191 | Score Final: 100; RUA  MARTIM AFONSO CONCEICAO 191 | Score Final: 100"
33;RUA SANTO AMARO CENTRO;92,0;1043;RUA  ANTONIO CARLOS LUZ CENTRO;92;100,0;100,0;100,0;"RUA  ANTONIO CARLOS LUZ CENTRO 92 | Score Final: 100; RUA  ANTONIO CARLOS LUZ CENTRO 92 | Score Final: 100; RUA  ANTONIO CARLOS LUZ CENTRO 92 | Score Final: 100; RUA  BENJAMIN CONSTANT CENTRO 92 | Score Final: 100; RUA  BENJAMIN CONSTANT CENTRO 92 | Score Final: 100; RUA  VINTE E UM DE ABRIL CENTRO 92 | Score Final: 100; RUA  BUENOS AIRES CENTRO 92 | Score Final: 100; RUA  VINTE E UM DE ABRIL CENTRO 92 | Score Final: 100; RUA  BUENOS AIRES CENTRO 92 | Score Final: 100; RUA  BUENOS AIRES CENTRO 92 | Score Final: 100; RUA  VINTE E UM DE ABRIL CENTRO 92 | Score Final: 100; RUA  VINTE E UM DE ABRIL CENTRO 92 | Score Final: 100; AVENIDA VISCONDE DE RIO BRANCO CENTRO 92 | Score Final: 100; AVENIDA VISCONDE DE RIO BRANCO CENTRO 92 | Score Final: 100; RUA SAO JOAQUIM CENTRO 92 | Score Final: 100; RUA  SEBASTIAO ANDRADE BONANI CENTRO 92 | Score Final: 100; RUA  JOAO BERALDO CENTRO 92 | Score Final: 100; RUA SAO CARLOS CENTRO 92 | Score Final: 100; RUA SAO CARLOS CENTRO 92 | Score Final: 100; RUA SAO LUCAS CENTRO 92 | Score Final: 100"
34;RUA COIMBRA CENTRO;760,0;146900;AVENIDA  ALDA CENTRO;761;100,0;99,87;99,99;"AVENIDA  ALDA CENTRO 761 | Score Final: 100; AVENIDA  ALDA CENTRO 761 | Score Final: 100; AVENIDA  ALDA CENTRO 761 | Score Final: 100; AVENIDA  ALDA CENTRO 761 | Score Final: 100; AVENIDA  ALDA CENTRO 761 | Score Final: 100; AVENIDA  ALDA CENTRO 761 | Score Final: 100; AVENIDA  ALDA CENTRO 761 | Score Final: 100; AVENIDA  ALDA CENTRO 761 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CENTRO 761 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CENTRO 761 | Score Final: 100; AVENIDA  CONCEICAO CENTRO 763 | Score Final: 100; RUA  COIMBRA CENTRO 763 | Score Final: 100; AVENIDA  CONCEICAO CENTRO 757 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CENTRO 757 | Score Final: 100; AVENIDA  SETE DE SETEMBRO CENTRO 757 | Score Final: 100; RUA  COIMBRA CENTRO 765 | Score Final: 100; RUA  ORENSE CENTRO 765 | Score Final: 100; AVENIDA  ALDA CENTRO 765 | Score Final: 100; RUA  COIMBRA CENTRO 755 | Score Final: 100; AVENIDA  ASSEMBLEIA CENTRO 755 | Score Final: 100"
35;RUA BOROROS CONCEICAO;80,0;9495;RUA  IANOMANI CONCEICAO;80;100,0;100,0;100,0;"RUA  IANOMANI CONCEICAO 80 | Score Final: 100; TRAVESSA  BILAC CONCEICAO 80 | Score Final: 100; TRAVESSA  BILAC CONCEICAO 80 | Score Final: 100; TRAVESSA  BILAC CONCEICAO 80 | Score Final: 100; RUA  JOAO PAULO CONCEICAO 80 | Score Final: 100; RUA  CARLOS SPERA CONCEICAO 80 | Score Final: 100; RUA  CARLOS SPERA CONCEICAO 80 | Score Final: 100; RUA  CARLOS SPERA CONCEICAO 80 | Score Final: 100; RUA  CARLOS SPERA CONCEICAO 80 | Score Final: 100; RUA  CARLOS SPERA CONCEICAO 80 | Score Final: 100; RUA  CARLOS SPERA CONCEICAO 80 | Score Final: 100; RUA  MOACYR GOULART CUNHA CALDAS CONCEICAO 80 | Score Final: 100; RUA  SAGITARIO CONCEICAO 80 | Score Final: 100; RUA  DOS ESTUDANTES CONCEICAO 80 | Score Final: 100; RUA  BENEDITO PEREIRA MARTINS CONCEICAO 80 | Score Final: 100; RUA  BILAC CONCEICAO 80 | Score Final: 100; RUA  CELSO PINHEIRO DA SILVA CONCEICAO 80 | Score Final: 100; RUA  CELSO PINHEIRO DA SILVA CONCEICAO 80 | Score Final: 100; RUA  MODESTO ALVARES DIAS CONCEICAO 80 | Score Final: 100; RUA  MODESTO ALVARES DIAS CONCEICAO 80 | Score Final: 100"
36;AVENIDA ANTONIO PIRANGA CENTRO;556,0;61402;AVENIDA  ANTONIO PIRANGA CENTRO;556;100,0;100,0;100,0;"AVENIDA  ANTONIO PIRANGA CENTRO 556 | Score Final: 100; AVENIDA SAO JOSE CENTRO 556 | Score Final: 100; AVENIDA  CONCEICAO CENTRO 557 | Score Final: 100; AVENIDA  ALDA CENTRO 557 | Score Final: 100; AVENIDA SAO JOSE CENTRO 555 | Score Final: 100; PASSAGEM  JOAO ALMEIDA CENTRO 555 | Score Final: 100; PASSAGEM  JOAO ALMEIDA CENTRO 555 | Score Final: 100; RUA  JOAO DE ALMEIDA CENTRO 555 | Score Final: 100; RUA MARECHAL JUAREZ TAVORA CENTRO 555 | Score Final: 100; RUA MARECHAL JUAREZ TAVORA CENTRO 555 | Score Final: 100; AVENIDA  MARIA LEONOR CENTRO 555 | Score Final: 100; AVENIDA  MARIA LEONOR CENTRO 555 | Score Final: 100; AVENIDA  MARIA LEONOR CENTRO 555 | Score Final: 100; AVENIDA  MARIA LEONOR CENTRO 555 | Score Final: 100; AVENIDA PRESIDENTE KENNEDY CENTRO 558 | Score Final: 100; RUA MARECHAL JUAREZ TAVORA CENTRO 558 | Score Final: 100; RUA  ORENSE CENTRO 558 | Score Final: 100; RUA  IDA ESPAGIARI MARTINS CENTRO 554 | Score Final: 100; RUA  WASHINGTON LUIZ CENTRO 559 | Score Final: 100; AVENIDA SAO JOSE CENTRO 553 | Score Final: 100"
37;RUA JAVARI JARDIM PAINEIRAS;635,0;21410;RUA  JAVARI TABOAO;635;100,0;100,0;95,0;"RUA  JAVARI TABOAO 635 | Score Final: 95; RUA  JAVARI TABOAO 647 | Score Final: 95; PASSAGEM  ESTRELA GUIA JARDIM PROMISSAO 622 | Score Final: 95; PASSAGEM  ESTRELA GUIA JARDIM PROMISSAO 622 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 653 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 653 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 655 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 663 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 663 | Score Final: 95; RUA  JAVARI TABOAO 663 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 607 | Score Final: 95"
38;RUA SAO JORGE CENTRO;98,0;20582;RUA  BENJAMIN CONSTANT CENTRO;98;100,0;100,0;100,0;"RUA  BENJAMIN CONSTANT CENTRO 98 | Score Final: 100; AVENIDA  ASSEMBLEIA CENTRO 98 | Score Final: 100; RUA  JOAQUIM NABUCO CENTRO 98 | Score Final: 100; RUA SAO JORGE CENTRO 98 | Score Final: 100; RUA  ANTONIO PEDROZELLI CENTRO 98 | Score Final: 100; RUA SAO GENARO CENTRO 98 | Score Final: 100; RUA SAO JOAQUIM CENTRO 98 | Score Final: 100; RUA  CANADA CENTRO 98 | Score Final: 100; RUA  CANADA CENTRO 98 | Score Final: 100; RUA  AGUA MARINHA CENTRO 98 | Score Final: 100; RUA VISCONDE DE OURO PRETO CENTRO 98 | Score Final: 100; RUA VISCONDE DE OURO PRETO CENTRO 98 | Score Final: 100; RUA  PIRACICABA CENTRO 98 | Score Final: 100; RUA  PIRACICABA CENTRO 98 | Score Final: 100; RUA  PIRACICABA CENTRO 98 | Score Final: 100; RUA  AMELIA EUGENIA CENTRO 98 | Score Final: 100; RUA  TURMALINAS CENTRO 98 | Score Final: 100; RUA  DA INDEPENDENCIA CENTRO 98 | Score Final: 100; RUA SANTA ISABEL CENTRO 98 | Score Final: 100; RUA ALMIRANTE BARROSO CENTRO 98 | Score Final: 100"
39;ANTONIO PIRANGA CENTRO;556,0;61402;AVENIDA  ANTONIO PIRANGA CENTRO;556;100,0;100,0;100,0;"AVENIDA  ANTONIO PIRANGA CENTRO 556 | Score Final: 100; AVENIDA SAO JOSE CENTRO 556 | Score Final: 100; AVENIDA  CONCEICAO CENTRO 557 | Score Final: 100; AVENIDA  ALDA CENTRO 557 | Score Final: 100; AVENIDA SAO JOSE CENTRO 555 | Score Final: 100; PASSAGEM  JOAO ALMEIDA CENTRO 555 | Score Final: 100; PASSAGEM  JOAO ALMEIDA CENTRO 555 | Score Final: 100; RUA  JOAO DE ALMEIDA CENTRO 555 | Score Final: 100; RUA MARECHAL JUAREZ TAVORA CENTRO 555 | Score Final: 100; RUA MARECHAL JUAREZ TAVORA CENTRO 555 | Score Final: 100; AVENIDA  MARIA LEONOR CENTRO 555 | Score Final: 100; AVENIDA  MARIA LEONOR CENTRO 555 | Score Final: 100; AVENIDA  MARIA LEONOR CENTRO 555 | Score Final: 100; AVENIDA  MARIA LEONOR CENTRO 555 | Score Final: 100; AVENIDA PRESIDENTE KENNEDY CENTRO 558 | Score Final: 100; RUA MARECHAL JUAREZ TAVORA CENTRO 558 | Score Final: 100; RUA  ORENSE CENTRO 558 | Score Final: 100; RUA  IDA ESPAGIARI MARTINS CENTRO 554 | Score Final: 100; RUA  WASHINGTON LUIZ CENTRO 559 | Score Final: 100; AVENIDA SAO JOSE CENTRO 553 | Score Final: 100"
40;AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO;332,0;938;AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO;332;100,0;100,0;100,0;"AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 332 | Score Final: 100; RUA  DAS ORQUIDEAS ELDORADO 332 | Score Final: 100; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 332 | Score Final: 100; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 332 | Score Final: 100; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 332 | Score Final: 100; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 332 | Score Final: 100; ESTRADA  MARIA HELENA ELDORADO 332 | Score Final: 100; RUA  HORTENCIA ELDORADO 332 | Score Final: 100; RUA  HORTENCIA ELDORADO 332 | Score Final: 100; RUA  DAS PEROBAS ELDORADO 332 | Score Final: 100; RUA  CARANGUEJO ELDORADO 332 | Score Final: 100; RUA  CARANGUEJO ELDORADO 332 | Score Final: 100; RUA  CARANGUEJO ELDORADO 332 | Score Final: 100; RUA PRESIDENTE PRUDENTE ELDORADO 332 | Score Final: 100; RUA PRESIDENTE PRUDENTE ELDORADO 332 | Score Final: 100; AVENIDA  AFRANIO PEIXOTO ELDORADO 332 | Score Final: 100; RUA  GUARANTA ELDORADO 332 | Score Final: 100; RUA  GUARANTA ELDORADO 332 | Score Final: 100; RUA  GUARANTA ELDORADO 332 | Score Final: 100; RUA  DOS MANACAS ELDORADO 333 | Score Final: 100"
