idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN;similaridade
21;RUA ODETE AMARAL DE OLIVEIRA PRQ REAL;129,0;89054;RUA  ODETE AMARAL DE OLIVEIRA SERRARIA;130;84,85;75,97;86,29;"RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 130 | Similaridade Texto: 85 | Similaridade Numero: 99 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 130 | Similaridade Texto: 85 | Similaridade Numero: 99 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 124 | Similaridade Texto: 85 | Similaridade Numero: 96 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 136 | Similaridade Texto: 85 | Similaridade Numero: 95 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 122 | Similaridade Texto: 85 | Similaridade Numero: 95 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 122 | Similaridade Texto: 85 | Similaridade Numero: 95 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA CONCEICAO 129 | Similaridade Texto: 84 | Similaridade Numero: 100 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 116 | Similaridade Texto: 85 | Similaridade Numero: 90 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 116 | Similaridade Texto: 85 | Similaridade Numero: 90 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 110 | Similaridade Texto: 85 | Similaridade Numero: 85 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 110 | Similaridade Texto: 85 | Similaridade Numero: 85 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 155 | Similaridade Texto: 85 | Similaridade Numero: 83 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 106 | Similaridade Texto: 85 | Similaridade Numero: 82 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 85 | Similaridade Numero: 81 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 85 | Similaridade Numero: 81 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 85 | Similaridade Numero: 81 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 85 | Similaridade Numero: 81 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 163 | Similaridade Texto: 85 | Similaridade Numero: 79 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 100 | Similaridade Texto: 85 | Similaridade Numero: 78 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 98 | Similaridade Texto: 85 | Similaridade Numero: 76 | Score Final: 84";86,29
22;RUA PRUDENTE DE MORAIS JARDIM CASA GRANDE;300,0;139970;RUA  PRUDENTE DE MORAIS CASA GRANDE;300;100,0;92,33;100,0;"RUA  PRUDENTE DE MORAIS CASA GRANDE 300 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 297 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  PRUDENTE DE MORAIS CASA GRANDE 297 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  PRUDENTE DE MORAIS CASA GRANDE 306 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 293 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  PRUDENTE DE MORAIS CASA GRANDE 291 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 310 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 311 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; RUA  PRUDENTE DE MORAIS CASA GRANDE 287 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 314 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 318 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 319 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 319 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; RUA  PRUDENTE DE MORAIS CASA GRANDE 281 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 280 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 280 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 322 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 323 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 277 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 277 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99";100,0
23;AV LICO MAIA SERRARIA;803,0;11343;AVENIDA  LICO MAIA SERRARIA;803;100,0;81,32;100,0;"AVENIDA  LICO MAIA SERRARIA 803 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; AVENIDA  LICO MAIA SERRARIA 808 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; AVENIDA  LICO MAIA SERRARIA 808 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; AVENIDA  LICO MAIA SERRARIA 930 | Similaridade Texto: 100 | Similaridade Numero: 86 | Score Final: 99; AVENIDA  LICO MAIA SERRARIA 689 | Similaridade Texto: 100 | Similaridade Numero: 86 | Score Final: 99; AVENIDA  LICO MAIA SERRARIA 685 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 99; AVENIDA  LICO MAIA SERRARIA 681 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 680 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 673 | Similaridade Texto: 100 | Similaridade Numero: 84 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 670 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 669 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 667 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 664 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 663 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 660 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 659 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 658 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 657 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 655 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; AVENIDA  LICO MAIA SERRARIA 653 | Similaridade Texto: 100 | Similaridade Numero: 81 | Score Final: 98";100,0
24;AVN PRESIDENTE JUSCELINO PIRAPORINHA;759,0;33760;AVENIDA  PIRAPORINHA PIRAPORINHA;747;100,0;86,74;99,84;"AVENIDA  PIRAPORINHA PIRAPORINHA 747 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; AVENIDA  PIRAPORINHA PIRAPORINHA 693 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 834 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 687 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 687 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 681 | Similaridade Texto: 100 | Similaridade Numero: 90 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Numero: 90 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Numero: 90 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Numero: 90 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Numero: 90 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 677 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 677 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 663 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 869 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 875 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 875 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99";99,84
25;AVENIDA SINESIO PEREIRA CAMPANARIO;27,0;25087;AVENIDA  SYNESIO PEREIRA CAMPANARIO;27;96,15;36,49;96,54;"AVENIDA  SYNESIO PEREIRA CAMPANARIO 27 | Similaridade Texto: 96 | Similaridade Numero: 100 | Score Final: 97; RUA  SYNESIO PEREIRA CAMPANARIO 32 | Similaridade Texto: 96 | Similaridade Numero: 90 | Score Final: 96; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Similaridade Texto: 96 | Similaridade Numero: 78 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Similaridade Texto: 96 | Similaridade Numero: 78 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Similaridade Texto: 96 | Similaridade Numero: 78 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Similaridade Texto: 96 | Similaridade Numero: 78 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 44 | Similaridade Texto: 96 | Similaridade Numero: 66 | Score Final: 93; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Similaridade Texto: 96 | Similaridade Numero: 50 | Score Final: 92; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Similaridade Texto: 96 | Similaridade Numero: 50 | Score Final: 92; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Similaridade Texto: 96 | Similaridade Numero: 50 | Score Final: 92; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Similaridade Texto: 96 | Similaridade Numero: 50 | Score Final: 92; RUA  SYNESIO PEREIRA CAMPANARIO 58 | Similaridade Texto: 96 | Similaridade Numero: 47 | Score Final: 91; RUA  SYNESIO PEREIRA CAMPANARIO 58 | Similaridade Texto: 96 | Similaridade Numero: 47 | Score Final: 91; RUA  SYNESIO PEREIRA CAMPANARIO 0 | Similaridade Texto: 96 | Similaridade Numero: 46 | Score Final: 91; RUA  SYNESIO PEREIRA CAMPANARIO 0 | Similaridade Texto: 96 | Similaridade Numero: 46 | Score Final: 91; RUA  SYNESIO PEREIRA CAMPANARIO 0 | Similaridade Texto: 96 | Similaridade Numero: 46 | Score Final: 91; RUA  SYNESIO PEREIRA CAMPANARIO 64 | Similaridade Texto: 96 | Similaridade Numero: 42 | Score Final: 91; RUA  SYNESIO PEREIRA CAMPANARIO 68 | Similaridade Texto: 96 | Similaridade Numero: 40 | Score Final: 91; RUA  SYNESIO PEREIRA CAMPANARIO 68 | Similaridade Texto: 96 | Similaridade Numero: 40 | Score Final: 91; RUA  SYNESIO PEREIRA CAMPANARIO 74 | Similaridade Texto: 96 | Similaridade Numero: 36 | Score Final: 90";96,54
26;AVENIDA AFRANIO PEIXOTO VILA PAULINA;643,0;59437;AVENIDA  AFRANIO PEIXOTO ELDORADO;599;78,95;81,65;80,37;"AVENIDA  AFRANIO PEIXOTO ELDORADO 599 | Similaridade Texto: 79 | Similaridade Numero: 93 | Score Final: 80; AVENIDA  AFRANIO PEIXOTO ELDORADO 599 | Similaridade Texto: 79 | Similaridade Numero: 93 | Score Final: 80; AVENIDA  AFRANIO PEIXOTO ELDORADO 548 | Similaridade Texto: 79 | Similaridade Numero: 85 | Score Final: 80; AVENIDA  AFRANIO PEIXOTO ELDORADO 546 | Similaridade Texto: 79 | Similaridade Numero: 85 | Score Final: 80; AVENIDA  AFRANIO PEIXOTO ELDORADO 546 | Similaridade Texto: 79 | Similaridade Numero: 85 | Score Final: 80; AVENIDA  AFRANIO PEIXOTO ELDORADO 544 | Similaridade Texto: 79 | Similaridade Numero: 85 | Score Final: 80; AVENIDA  AFRANIO PEIXOTO ELDORADO 543 | Similaridade Texto: 79 | Similaridade Numero: 84 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 542 | Similaridade Texto: 79 | Similaridade Numero: 84 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 541 | Similaridade Texto: 79 | Similaridade Numero: 84 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 541 | Similaridade Texto: 79 | Similaridade Numero: 84 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 540 | Similaridade Texto: 79 | Similaridade Numero: 84 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 531 | Similaridade Texto: 79 | Similaridade Numero: 83 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 531 | Similaridade Texto: 79 | Similaridade Numero: 83 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 531 | Similaridade Texto: 79 | Similaridade Numero: 83 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 531 | Similaridade Texto: 79 | Similaridade Numero: 83 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 530 | Similaridade Texto: 79 | Similaridade Numero: 82 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 530 | Similaridade Texto: 79 | Similaridade Numero: 82 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 530 | Similaridade Texto: 79 | Similaridade Numero: 82 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 525 | Similaridade Texto: 79 | Similaridade Numero: 82 | Score Final: 79; AVENIDA  AFRANIO PEIXOTO ELDORADO 525 | Similaridade Texto: 79 | Similaridade Numero: 82 | Score Final: 79";80,37
27;RUA ITALIA JARDIM DAS NACOES;290,0;25950;AVENIDA  DAS NACOES TABOAO;291;82,35;88,69;84,08;"AVENIDA  DAS NACOES TABOAO 291 | Similaridade Texto: 82 | Similaridade Numero: 100 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 289 | Similaridade Texto: 82 | Similaridade Numero: 100 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 295 | Similaridade Texto: 82 | Similaridade Numero: 98 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 299 | Similaridade Texto: 82 | Similaridade Numero: 97 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 299 | Similaridade Texto: 82 | Similaridade Numero: 97 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 299 | Similaridade Texto: 82 | Similaridade Numero: 97 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 279 | Similaridade Texto: 82 | Similaridade Numero: 96 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 279 | Similaridade Texto: 82 | Similaridade Numero: 96 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 275 | Similaridade Texto: 82 | Similaridade Numero: 95 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 275 | Similaridade Texto: 82 | Similaridade Numero: 95 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 307 | Similaridade Texto: 82 | Similaridade Numero: 94 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 307 | Similaridade Texto: 82 | Similaridade Numero: 94 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 267 | Similaridade Texto: 82 | Similaridade Numero: 92 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 267 | Similaridade Texto: 82 | Similaridade Numero: 92 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 317 | Similaridade Texto: 82 | Similaridade Numero: 91 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 317 | Similaridade Texto: 82 | Similaridade Numero: 91 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 323 | Similaridade Texto: 82 | Similaridade Numero: 90 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 327 | Similaridade Texto: 82 | Similaridade Numero: 89 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 327 | Similaridade Texto: 82 | Similaridade Numero: 89 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 327 | Similaridade Texto: 82 | Similaridade Numero: 89 | Score Final: 83";84,08
28;RUA GRACIOSA CENTRO;;15506;RUA  GRACIOSA CENTRO;187;100,0;0,0;90,0;"RUA  GRACIOSA CENTRO 187 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 185 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 173 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 516 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 528 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 520 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 508 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 117 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 125 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 35 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 61 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 39 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 141 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 101 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 83 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 89 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 155 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90";90,0
29;RUA CARAMURU VL CONCEICAO;1255,0;131520;RUA  CARAMURU CONCEICAO;1255;100,0;94,02;100,0;"RUA  CARAMURU CONCEICAO 1255 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; RUA  CARAMURU CONCEICAO 1255 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; RUA  CARAMURU CONCEICAO 1255 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; RUA  CARAMURU CONCEICAO 1255 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; RUA  CARAMURU CONCEICAO 1264 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  CARAMURU CONCEICAO 1240 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  CARAMURU CONCEICAO 1272 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  CARAMURU CONCEICAO 1272 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  CARAMURU CONCEICAO 1272 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  CARAMURU CONCEICAO 1280 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  CARAMURU CONCEICAO 1280 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  CARAMURU CONCEICAO 1230 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  CARAMURU CONCEICAO 1282 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  CARAMURU CONCEICAO 1284 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  CARAMURU CONCEICAO 1290 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  CARAMURU CONCEICAO 1206 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; RUA  CARAMURU CONCEICAO 1330 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; RUA  CARAMURU CONCEICAO 1334 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; RUA  CARAMURU CONCEICAO 1180 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; RUA  CARAMURU CONCEICAO 1180 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99";100,0
30;RUA MANOEL DA NOBREGA VL CONCEICAO;605,0;133622;RUA  MANOEL DA NOBREGA CONCEICAO;881;100,0;43,12;96,87;"RUA  MANOEL DA NOBREGA CONCEICAO 881 | Similaridade Texto: 100 | Similaridade Numero: 69 | Score Final: 97; RUA  MANOEL DA NOBREGA CONCEICAO 1149 | Similaridade Texto: 100 | Similaridade Numero: 53 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1221 | Similaridade Texto: 100 | Similaridade Numero: 50 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1221 | Similaridade Texto: 100 | Similaridade Numero: 50 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1269 | Similaridade Texto: 100 | Similaridade Numero: 48 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1281 | Similaridade Texto: 100 | Similaridade Numero: 47 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1287 | Similaridade Texto: 100 | Similaridade Numero: 47 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1293 | Similaridade Texto: 100 | Similaridade Numero: 47 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1297 | Similaridade Texto: 100 | Similaridade Numero: 47 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1301 | Similaridade Texto: 100 | Similaridade Numero: 47 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1319 | Similaridade Texto: 100 | Similaridade Numero: 46 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1327 | Similaridade Texto: 100 | Similaridade Numero: 46 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1331 | Similaridade Texto: 100 | Similaridade Numero: 45 | Score Final: 95; RUA  MANOEL DA NOBREGA CONCEICAO 1351 | Similaridade Texto: 100 | Similaridade Numero: 45 | Score Final: 94; RUA  MANOEL DA NOBREGA CONCEICAO 1355 | Similaridade Texto: 100 | Similaridade Numero: 45 | Score Final: 94; RUA  MANOEL DA NOBREGA CONCEICAO 1359 | Similaridade Texto: 100 | Similaridade Numero: 45 | Score Final: 94; RUA  MANOEL DA NOBREGA CONCEICAO 1371 | Similaridade Texto: 100 | Similaridade Numero: 44 | Score Final: 94; RUA  MANOEL DA NOBREGA CONCEICAO 1385 | Similaridade Texto: 100 | Similaridade Numero: 44 | Score Final: 94; RUA  MANOEL DA NOBREGA CONCEICAO 1399 | Similaridade Texto: 100 | Similaridade Numero: 43 | Score Final: 94; RUA  MANOEL DA NOBREGA CONCEICAO 1403 | Similaridade Texto: 100 | Similaridade Numero: 43 | Score Final: 94";96,87
