idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN;similaridade
21;RUA ODETE AMARAL DE OLIVEIRA PRQ REAL;129,0;89054;RUA  ODETE AMARAL DE OLIVEIRA SERRARIA;130;86,49;69,0;87,74;"RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 130 | Similaridade Texto: 86 | Similaridade Número: 99 | Score Final: 88; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 130 | Similaridade Texto: 86 | Similaridade Número: 99 | Score Final: 88; RUA  ODETE AMARAL DE OLIVEIRA CONCEICAO 129 | Similaridade Texto: 86 | Similaridade Número: 100 | Score Final: 88; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 124 | Similaridade Texto: 86 | Similaridade Número: 95 | Score Final: 87; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 136 | Similaridade Texto: 86 | Similaridade Número: 93 | Score Final: 87; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 122 | Similaridade Texto: 86 | Similaridade Número: 93 | Score Final: 87; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 122 | Similaridade Texto: 86 | Similaridade Número: 93 | Score Final: 87; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 116 | Similaridade Texto: 86 | Similaridade Número: 87 | Score Final: 87; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 116 | Similaridade Texto: 86 | Similaridade Número: 87 | Score Final: 87; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 110 | Similaridade Texto: 86 | Similaridade Número: 81 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 110 | Similaridade Texto: 86 | Similaridade Número: 81 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 106 | Similaridade Texto: 86 | Similaridade Número: 77 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 86 | Similaridade Número: 75 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 86 | Similaridade Número: 75 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 86 | Similaridade Número: 75 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 86 | Similaridade Número: 75 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 155 | Similaridade Texto: 86 | Similaridade Número: 74 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 100 | Similaridade Texto: 86 | Similaridade Número: 71 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 98 | Similaridade Texto: 86 | Similaridade Número: 69 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 98 | Similaridade Texto: 86 | Similaridade Número: 69 | Score Final: 85";87,74
22;RUA PRUDENTE DE MORAIS JARDIM CASA GRANDE;300,0;139970;RUA  PRUDENTE DE MORAIS CASA GRANDE;300;100,0;47,0;100,0;"RUA  PRUDENTE DE MORAIS CASA GRANDE 300 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; RUA  PRUDENTE DE MORAIS CASA GRANDE 297 | Similaridade Texto: 100 | Similaridade Número: 97 | Score Final: 100; RUA  PRUDENTE DE MORAIS CASA GRANDE 306 | Similaridade Texto: 100 | Similaridade Número: 94 | Score Final: 99; RUA  PRUDENTE DE MORAIS CASA GRANDE 291 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; RUA  PRUDENTE DE MORAIS CASA GRANDE 287 | Similaridade Texto: 100 | Similaridade Número: 87 | Score Final: 99; RUA  PRUDENTE DE MORAIS CASA GRANDE 281 | Similaridade Texto: 100 | Similaridade Número: 81 | Score Final: 98; RUA  PRUDENTE DE MORAIS CASA GRANDE 273 | Similaridade Texto: 100 | Similaridade Número: 73 | Score Final: 97; RUA  PRUDENTE DE MORAIS CASA GRANDE 267 | Similaridade Texto: 100 | Similaridade Número: 67 | Score Final: 97; RUA  PRUDENTE DE MORAIS CASA GRANDE 259 | Similaridade Texto: 100 | Similaridade Número: 59 | Score Final: 96; RUA  PRUDENTE DE MORAIS CASA GRANDE 259 | Similaridade Texto: 100 | Similaridade Número: 59 | Score Final: 96; RUA  PRUDENTE DE MORAIS CASA GRANDE 343 | Similaridade Texto: 100 | Similaridade Número: 57 | Score Final: 96; RUA  PRUDENTE DE MORAIS CASA GRANDE 343 | Similaridade Texto: 100 | Similaridade Número: 57 | Score Final: 96; RUA  PRUDENTE DE MORAIS CASA GRANDE 256 | Similaridade Texto: 100 | Similaridade Número: 56 | Score Final: 96; RUA  PRUDENTE DE MORAIS CASA GRANDE 256 | Similaridade Texto: 100 | Similaridade Número: 56 | Score Final: 96; RUA  PRUDENTE DE MORAIS CASA GRANDE 253 | Similaridade Texto: 100 | Similaridade Número: 53 | Score Final: 95; RUA  PRUDENTE DE MORAIS CASA GRANDE 250 | Similaridade Texto: 100 | Similaridade Número: 50 | Score Final: 95; RUA  PRUDENTE DE MORAIS CASA GRANDE 250 | Similaridade Texto: 100 | Similaridade Número: 50 | Score Final: 95; RUA  PRUDENTE DE MORAIS CASA GRANDE 247 | Similaridade Texto: 100 | Similaridade Número: 47 | Score Final: 95; RUA  PRUDENTE DE MORAIS CASA GRANDE 247 | Similaridade Texto: 100 | Similaridade Número: 47 | Score Final: 95; RUA  PRUDENTE DE MORAIS CASA GRANDE 353 | Similaridade Texto: 100 | Similaridade Número: 47 | Score Final: 95";100,0
23;AV LICO MAIA SERRARIA;803,0;11343;AVENIDA  LICO MAIA SERRARIA;803;100,0;0,0;100,0;"AVENIDA  LICO MAIA SERRARIA 803 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; AVENIDA  LICO MAIA SERRARIA 808 | Similaridade Texto: 100 | Similaridade Número: 95 | Score Final: 100; AVENIDA  LICO MAIA SERRARIA 808 | Similaridade Texto: 100 | Similaridade Número: 95 | Score Final: 100; AVENIDA  LICO MAIA SERRARIA 5538 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 0 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 52 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 22 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 0 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 110 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 20 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 50 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 12 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 930 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 256 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 657 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 663 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 659 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 669 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 653 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 685 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90";100,0
24;AVN PRESIDENTE JUSCELINO PIRAPORINHA;759,0;33760;AVENIDA  PIRAPORINHA PIRAPORINHA;747;100,0;0,0;98,8;"AVENIDA  PIRAPORINHA PIRAPORINHA 747 | Similaridade Texto: 100 | Similaridade Número: 88 | Score Final: 99; AVENIDA  PIRAPORINHA PIRAPORINHA 693 | Similaridade Texto: 100 | Similaridade Número: 34 | Score Final: 93; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 687 | Similaridade Texto: 100 | Similaridade Número: 28 | Score Final: 93; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 687 | Similaridade Texto: 100 | Similaridade Número: 28 | Score Final: 93; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 834 | Similaridade Texto: 100 | Similaridade Número: 25 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 681 | Similaridade Texto: 100 | Similaridade Número: 22 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 677 | Similaridade Texto: 100 | Similaridade Número: 18 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 677 | Similaridade Texto: 100 | Similaridade Número: 18 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Número: 12 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Número: 12 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Número: 12 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Número: 12 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 663 | Similaridade Texto: 100 | Similaridade Número: 4 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Número: 4 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Número: 4 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Número: 4 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Número: 4 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90";98,8
25;AVENIDA SINESIO PEREIRA CAMPANARIO;27,0;25087;AVENIDA  SYNESIO PEREIRA CAMPANARIO;27;97,06;0,0;97,35;"AVENIDA  SYNESIO PEREIRA CAMPANARIO 27 | Similaridade Texto: 97 | Similaridade Número: 100 | Score Final: 97; AVENIDA  SYNESIO PEREIRA CAMPANARIO 147 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 147 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 147 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 143 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 147 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 155 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 255 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 245 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 167 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 219 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 197 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 287 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 287 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 175 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 245 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 197 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 191 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 249 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87; AVENIDA  SYNESIO PEREIRA CAMPANARIO 235 | Similaridade Texto: 97 | Similaridade Número: 0 | Score Final: 87";97,35
26;AVENIDA AFRANIO PEIXOTO VILA PAULINA;643,0;59437;AVENIDA  AFRANIO PEIXOTO ELDORADO;599;83,64;0,0;80,87;"AVENIDA  AFRANIO PEIXOTO ELDORADO 599 | Similaridade Texto: 84 | Similaridade Número: 56 | Score Final: 81; AVENIDA  AFRANIO PEIXOTO ELDORADO 599 | Similaridade Texto: 84 | Similaridade Número: 56 | Score Final: 81; AVENIDA  AFRANIO PEIXOTO ELDORADO 548 | Similaridade Texto: 84 | Similaridade Número: 5 | Score Final: 76; AVENIDA  AFRANIO PEIXOTO ELDORADO 546 | Similaridade Texto: 84 | Similaridade Número: 3 | Score Final: 76; AVENIDA  AFRANIO PEIXOTO ELDORADO 546 | Similaridade Texto: 84 | Similaridade Número: 3 | Score Final: 76; AVENIDA  AFRANIO PEIXOTO ELDORADO 544 | Similaridade Texto: 84 | Similaridade Número: 1 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 27 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 89 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 29 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 0 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 97 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 215 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 197 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 209 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 149 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 85 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 177 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 149 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 225 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; AVENIDA  AFRANIO PEIXOTO ELDORADO 195 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75";80,87
27;RUA ITALIA JARDIM DAS NACOES;290,0;151049;RUA  ITALIA TABOAO;290;74,07;81,0;76,67;"RUA  ITALIA TABOAO 290 | Similaridade Texto: 74 | Similaridade Número: 100 | Score Final: 77; RUA  ITALIA TABOAO 291 | Similaridade Texto: 74 | Similaridade Número: 99 | Score Final: 77; RUA  ITALIA TABOAO 289 | Similaridade Texto: 74 | Similaridade Número: 99 | Score Final: 77; RUA  ITALIA TABOAO 291 | Similaridade Texto: 74 | Similaridade Número: 99 | Score Final: 77; RUA  ITALIA TABOAO 287 | Similaridade Texto: 74 | Similaridade Número: 97 | Score Final: 76; RUA  ITALIA TABOAO 287 | Similaridade Texto: 74 | Similaridade Número: 97 | Score Final: 76; RUA  ITALIA TABOAO 293 | Similaridade Texto: 74 | Similaridade Número: 97 | Score Final: 76; RUA  ITALIA TABOAO 295 | Similaridade Texto: 74 | Similaridade Número: 95 | Score Final: 76; RUA  ITALIA TABOAO 283 | Similaridade Texto: 74 | Similaridade Número: 93 | Score Final: 76; RUA  ITALIA TABOAO 297 | Similaridade Texto: 74 | Similaridade Número: 93 | Score Final: 76; RUA  ITALIA TABOAO 299 | Similaridade Texto: 74 | Similaridade Número: 91 | Score Final: 76; RUA  ITALIA TABOAO 299 | Similaridade Texto: 74 | Similaridade Número: 91 | Score Final: 76; RUA  ITALIA TABOAO 299 | Similaridade Texto: 74 | Similaridade Número: 91 | Score Final: 76; RUA  ITALIA TABOAO 279 | Similaridade Texto: 74 | Similaridade Número: 89 | Score Final: 76; RUA  ITALIA TABOAO 305 | Similaridade Texto: 74 | Similaridade Número: 85 | Score Final: 75; RUA  ITALIA TABOAO 305 | Similaridade Texto: 74 | Similaridade Número: 85 | Score Final: 75; RUA  ITALIA TABOAO 273 | Similaridade Texto: 74 | Similaridade Número: 83 | Score Final: 75; RUA  ITALIA TABOAO 273 | Similaridade Texto: 74 | Similaridade Número: 83 | Score Final: 75; RUA  ITALIA TABOAO 271 | Similaridade Texto: 74 | Similaridade Número: 81 | Score Final: 75; RUA  ITALIA TABOAO 271 | Similaridade Texto: 74 | Similaridade Número: 81 | Score Final: 75";76,67
28;RUA GRACIOSA CENTRO;;15506;RUA  GRACIOSA CENTRO;187;100,0;0,0;90,0;"RUA  GRACIOSA CENTRO 187 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 185 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 173 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 0 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 516 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 528 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 520 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 508 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 0 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 0 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 117 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 125 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 35 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 61 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 39 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 141 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 101 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 83 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 89 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 155 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90";90,0
29;RUA CARAMURU VL CONCEICAO;1255,0;131520;RUA  CARAMURU CONCEICAO;1255;100,0;23,0;100,0;"RUA  CARAMURU CONCEICAO 1255 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; RUA  CARAMURU CONCEICAO 1255 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; RUA  CARAMURU CONCEICAO 1255 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; RUA  CARAMURU CONCEICAO 1255 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; RUA  CARAMURU CONCEICAO 1264 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; RUA  CARAMURU CONCEICAO 1240 | Similaridade Texto: 100 | Similaridade Número: 85 | Score Final: 98; RUA  CARAMURU CONCEICAO 1272 | Similaridade Texto: 100 | Similaridade Número: 83 | Score Final: 98; RUA  CARAMURU CONCEICAO 1272 | Similaridade Texto: 100 | Similaridade Número: 83 | Score Final: 98; RUA  CARAMURU CONCEICAO 1272 | Similaridade Texto: 100 | Similaridade Número: 83 | Score Final: 98; RUA  CARAMURU CONCEICAO 1230 | Similaridade Texto: 100 | Similaridade Número: 75 | Score Final: 98; RUA  CARAMURU CONCEICAO 1280 | Similaridade Texto: 100 | Similaridade Número: 75 | Score Final: 98; RUA  CARAMURU CONCEICAO 1280 | Similaridade Texto: 100 | Similaridade Número: 75 | Score Final: 98; RUA  CARAMURU CONCEICAO 1282 | Similaridade Texto: 100 | Similaridade Número: 73 | Score Final: 97; RUA  CARAMURU CONCEICAO 1284 | Similaridade Texto: 100 | Similaridade Número: 71 | Score Final: 97; RUA  CARAMURU CONCEICAO 1290 | Similaridade Texto: 100 | Similaridade Número: 65 | Score Final: 96; RUA  CARAMURU CONCEICAO 1206 | Similaridade Texto: 100 | Similaridade Número: 51 | Score Final: 95; RUA  CARAMURU CONCEICAO 1180 | Similaridade Texto: 100 | Similaridade Número: 25 | Score Final: 92; RUA  CARAMURU CONCEICAO 1180 | Similaridade Texto: 100 | Similaridade Número: 25 | Score Final: 92; RUA  CARAMURU CONCEICAO 1330 | Similaridade Texto: 100 | Similaridade Número: 25 | Score Final: 92; RUA  CARAMURU CONCEICAO 1178 | Similaridade Texto: 100 | Similaridade Número: 23 | Score Final: 92";100,0
30;RUA MANOEL DA NOBREGA VL CONCEICAO;605,0;85295;RUA  MANOEL DA NOBREGA CONCEICAO;1691;100,0;0,0;90,0;"RUA  MANOEL DA NOBREGA CONCEICAO 1691 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1699 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1695 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1645 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1637 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1649 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1637 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1649 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1659 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 0 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1639 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1649 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1649 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1637 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1301 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1269 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1327 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1281 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1351 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1319 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90";90,0
