"idx_df1","endereco_df1","numero_df1","complemento_df1","bairro_df1","idx_df2","cod_unico_df2","endereco_df2","numero_df2","complemento_df2","bairro_df2","similaridade_logradouro","similaridade_numero","similaridade_bairro","similaridade_final","latitude_verdadeira","longitude_verdadeira","cd_setor_verdadeiro","latitude_resultante","longitude_resultante","cd_setor_resultante","med_lat","med_lon","dist_mediana","desvio_metros","rn","distancia_metros_setor","setor_correspondente","setor_vizinho_verdadeiro"
3477,"JOAO FERREIRA DA SILVA","99.0",NULL,"JARDIM SANTA MARGARIDA",1040295,"59818600","RUA  JOAO FERREIRA DA SILVA","99.0",NULL,"JD SANTA MARGARIDA","100.0","100.0","100.0","90.0","-23.6838854","-46.75650685","355030843000201","-23.683699","-46.756849","355030843000201","-23.683699","-46.756849","0","40.54009031","1","0",True,NULL
3478,"JOAO MANOEL VAZ","11.0",NULL,"JARDIM SANTA MARGARIDA",3105092,"59818764","RUA  JOAO MANOEL VAZ","11.0",NULL,"JARDIM ANGELA","100.0","100.0","63.16","90.0","-23.68534071","-46.75405583","355030843000202","-23.685548","-46.754386","355030843000202","-23.685548","-46.754386","0","40.76319995","1","0",True,NULL
3479,"PIRAPORINHA","201.0",NULL,"PARQUE SANTO AMARO",728,"211583970","RUA SENADOR MILTON CAMPOS","207.0",NULL,"SANTO AMARO","100.0","97.1","100.0","89.42","-23.681904","-46.758122","355030843000211","-23.628762","-46.691534","355030871000191","-23.628762","-46.691534","0","8995.27388341","1","8675.30206319",False,False
3480,"CAPAO REDONDO","80.0",NULL,"JARDIM SANTA MARGARIDA",1257958,"59856125","RUA  CAPAO REDONDO","81.0",NULL,"JARDIM ANGELA","100.0","98.77","63.16","89.75","-23.68330728","-46.75667779","355030843000212","-23.680829","-46.756467","355030843000507","-23.680829","-46.756467","0","276.40725715","1","0",False,True
3481,"DOS XAMBORES","1010.0",NULL,"PARQUE DO LAGO",140135,"60512972","RUA  DOS XAMBORES","420.0",NULL,"PARQUE DO LAGO","100.0","41.58","100.0","78.32","-23.7109392060784","-46.7746042681288","355030843000276","-23.712352","-46.776561","355030843000001","-23.712352","-46.776561","0","253.70089525","1","46.57045521",False,True
3482,"JOSE ALVES DA SILVA","769.0",NULL,"PARQUE NOVO SANTO AMARO",2928660,"203840048","RUA  JOSE ALVES DA SILVA","772.0",NULL,"PARQUE NOVO SANTO AMARO","100.0","99.61","100.0","89.92","-23.69767726","-46.78347004","355030843000280","-23.697636","-46.783553","355030843000045","-23.697636","-46.783553","0","9.61244528","1","0",False,True
3483,"AGATINO DE ESPARTA","25.0",NULL,"CHACARA DA ENSEADA",485019,"59869242","RUA  AGATINO DE ESPARTA","29.0",NULL,"JARDIM HORIZONTE AZUL","100.0","86.21","30.77","87.24","-23.74795","-46.7797562","355030843000308","-23.748097","-46.780494","355030843000476","-23.748077000000002","-46.780497","2.24476505","76.85145892","1","3.69159155",False,True
3484,"AGATINO DE ESPARTA","2000.0",NULL,"CHACARA DA ENSEADA",477292,"59869221","RUA  AGATINO DE ESPARTA","362.0",NULL,"JARDIM HORIZONTE AZUL","100.0","18.1","30.77","73.62","-23.74848286","-46.78034428","355030843000308","-23.749503","-46.781588","355030843000476","-23.749503","-46.781588","0","169.97360678","1","6.4554364",False,True
3485,"BERTOLINA MAGALHAES ALCOBA","255.0",NULL,"JARDIM DIONISIO",1791263,"60149500","RUA  BERTOLINA MAGALHAES ALCOBA","255.0",NULL,"JARDIM ANGELA","100.0","100.0","63.16","90.0","-23.6847017","-46.7672942","355030843000310","-23.684545","-46.767247","355030843000310","-23.684545","-46.767247","0","18.07501098","1","0",True,NULL
3486,"PARQUE DO LAGO","121.0",NULL,"PARQUE DO LAGO",3025421,"60198490","RUA  PARQUE DO LAGO","121.0",NULL,"JARDIM ANGELA","100.0","100.0","37.04","90.0","-23.71099528","-46.77920388","355030843000336","-23.711049","-46.779076","355030843000336","-23.711049","-46.779076","0","14.32421624","1","0",True,NULL
3487,"AMALFI","13.0",NULL,"JARDIM NAKAMURA",2745495,"60201128","RUA  AMALFI","13.0",NULL,"JARDIM NAKAMURA","100.0","100.0","100.0","90.0","-23.6994","-46.7714","355030843000342","-23.699607","-46.771562","355030843000342","-23.699607","-46.771562","0","28.31724864","1","0",True,NULL
3488,"MIGUEL DIONIZIO VALLE","96.0",NULL,"JARDIM NAKAMURA",1142284,"60198752","RUA  MIGUEL DIONISIO VALLE","195.0",NULL,"JARDIM NAKAMURA","100.0","49.23","100.0","79.85","-23.6958113","-46.7772691","355030843000343","-23.695643","-46.777972","355030843000343","-23.695643","-46.777972","0","73.97588383","1","0",True,NULL
3489,"DAS FERMATAS","120.0",NULL,"JARDIM KAGOHARA",937989,"203800076","RUA  DAS FERMATAS","127.0",NULL,"JD KAGOHARA","100.0","94.49","100.0","88.9","-23.68967607","-46.76070247","355030843000392","-23.690068","-46.760382","355030843000628","-23.690068","-46.760382","0","54.44369587","1","4.37637884",False,True
3490,"DAS FERMATAS","120.0",NULL,"JARDIM KAGOHARA",937989,"203800076","RUA  DAS FERMATAS","127.0",NULL,"JD KAGOHARA","100.0","94.49","100.0","88.9","-23.68990802","-46.76045647","355030843000392","-23.690068","-46.760382","355030843000628","-23.690068","-46.760382","0","19.33775054","1","4.37637884",False,True
3491,"DOS PIRARUCUS","342.0",NULL,"PARQUE DO LAGO",2649183,"204430837","RUA  DOS PIRARUCUS","301.0",NULL,"JARDIM ANGELA","84.46","88.01","37.04","76.72","-23.70983819","-46.77510448","355030843000418","-23.709695","-46.775032","355030843000810","-23.709695","-46.775032","0","17.54886841","1","2.88696711",False,True
3492,"CLAMECY","180.0",NULL,"ESTANCIA MIRIM",3018177,"204585175","RUA  CLAMECY","180.0",NULL,"JARDIM ANGELA","100.0","100.0","51.85","90.0","-23.70708747","-46.78892202","355030843000423","-23.707249","-46.789023","355030843000423","-23.707249","-46.789023","0","20.69558829","1","0",True,NULL
3493,"GUARUJA",NULL,NULL,"JARDIM GUARUJA",799533,"60576586","AVENIDA  GUARUJA","150.0",NULL,"JD GUARUJA","100.0",NULL,"100.0","100.0","-23.6931","-46.7864","355030843000434","-23.692577","-46.79023","355030843000433","-23.692522","-46.790345","13.21052211","394.29344771","1","186.31090683",False,True
